qnt,c2_p,c4_p,c5_p,c2_p_normalized,c4_p_normalized,c5_p_normalized,c2_real,c4_real,c5_real
DyS,0.36,0.9,0.92,0.16,0.41,0.42,0.63,0.19,0.18
DySyn,0.39,1.0,0.95,0.17,0.43,0.41,0.63,0.19,0.18
HDy,0.4,0.9,0.96,0.18,0.4,0.43,0.63,0.19,0.18
ACC_syn,0.39,0.8,0.84,0.19,0.4,0.41,0.63,0.19,0.18
PACC_syn,0.43,0.55,0.83,0.24,0.3,0.46,0.63,0.19,0.18
X_syn,0.12,0.0,0.38,0.24,0.0,0.76,0.63,0.19,0.18
MAX_syn,0.12,0.0,0.38,0.24,0.0,0.76,0.63,0.19,0.18
T50_syn,0.36,0.98,1.0,0.15,0.42,0.43,0.63,0.19,0.18
MS_syn,0.32,0.8,0.84,0.16,0.41,0.43,0.63,0.19,0.18
MS2_syn,0.3,0.73,0.84,0.16,0.39,0.45,0.63,0.19,0.18
SMM_syn,0.46,1.0,0.9,0.19,0.42,0.38,0.63,0.19,0.18
HDy_syn,0.38,1.0,0.96,0.16,0.43,0.41,0.63,0.19,0.18
CC2,0.57,0.25,0.18,0.57,0.25,0.18,0.63,0.19,0.18
PWK,0.57,0.27,0.16,0.57,0.27,0.16,0.63,0.19,0.18
HDx,0.87,0.21,0.0,0.87,0.21,0.0,0.63,0.19,0.18
GAC,1.0,1.0,0.0,1.0,1.0,0.0,0.63,0.19,0.18
GPAC,1.0,1.0,0.0,1.0,1.0,0.0,0.63,0.19,0.18
FM,0.0,1.0,0.0,0.0,1.0,0.0,0.63,0.19,0.18
EMQ,0.65,0.19,0.17,0.65,0.19,0.17,0.63,0.19,0.18
KDEyHD,0.0,1.0,0.0,0.0,1.0,0.0,0.63,0.19,0.18
KDEyCS,0.0,1.0,0.0,0.0,1.0,0.0,0.63,0.19,0.18
KDEyML,0.0,1.0,0.0,0.0,1.0,0.0,0.63,0.19,0.18
CC,0.46,0.83,0.85,0.21,0.39,0.4,0.63,0.19,0.18
PCC,0.49,0.66,0.83,0.25,0.33,0.42,0.63,0.19,0.18
ACC,0.52,0.0,0.0,1.0,0.0,0.0,0.63,0.19,0.18
PACC,0.4,1.0,0.95,0.17,0.43,0.4,0.63,0.19,0.18
T50,0.4,0.0,0.0,1.0,0.0,0.0,0.63,0.19,0.18
MAX,0.49,0.0,0.0,1.0,0.0,0.0,0.63,0.19,0.18
MS,0.45,0.0,0.0,1.0,0.0,0.0,0.63,0.19,0.18
MS2,0.45,0.0,0.0,1.0,0.0,0.0,0.63,0.19,0.18
X,0.56,0.0,0.0,1.0,0.0,0.0,0.63,0.19,0.18
SMM,0.4,1.0,0.95,0.17,0.43,0.4,0.63,0.19,0.18
DyS,0.41,0.81,0.9,0.19,0.38,0.42,0.63,0.19,0.18
DySyn,0.43,1.0,0.99,0.18,0.41,0.41,0.63,0.19,0.18
HDy,0.4,0.85,0.94,0.18,0.39,0.43,0.63,0.19,0.18
ACC_syn,0.39,0.77,0.84,0.2,0.38,0.42,0.63,0.19,0.18
PACC_syn,0.44,0.54,0.81,0.25,0.3,0.45,0.63,0.19,0.18
X_syn,0.14,0.0,0.38,0.27,0.0,0.73,0.63,0.19,0.18
MAX_syn,0.14,0.0,0.38,0.27,0.0,0.73,0.63,0.19,0.18
T50_syn,0.4,1.0,1.0,0.17,0.42,0.42,0.63,0.19,0.18
MS_syn,0.35,0.78,0.83,0.18,0.4,0.42,0.63,0.19,0.18
MS2_syn,0.36,0.58,0.83,0.2,0.33,0.47,0.63,0.19,0.18
SMM_syn,0.5,1.0,0.91,0.21,0.41,0.38,0.63,0.19,0.18
HDy_syn,0.38,1.0,0.96,0.16,0.43,0.41,0.63,0.19,0.18
CC2,0.56,0.28,0.16,0.56,0.28,0.16,0.63,0.19,0.18
PWK,0.52,0.33,0.15,0.52,0.33,0.15,0.63,0.19,0.18
HDx,0.81,0.16,0.02,0.81,0.16,0.02,0.63,0.19,0.18
GAC,1.0,1.0,0.0,1.0,1.0,0.0,0.63,0.19,0.18
GPAC,1.0,1.0,0.0,1.0,1.0,0.0,0.63,0.19,0.18
FM,0.0,1.0,0.0,0.0,1.0,0.0,0.63,0.19,0.18
EMQ,0.58,0.29,0.13,0.58,0.29,0.13,0.63,0.19,0.18
KDEyHD,0.02,0.92,0.06,0.02,0.92,0.06,0.63,0.19,0.18
KDEyCS,0.0,1.0,0.0,0.0,1.0,0.0,0.63,0.19,0.18
KDEyML,0.0,0.73,0.27,0.0,0.73,0.27,0.63,0.19,0.18
CC,0.43,0.77,0.88,0.21,0.37,0.42,0.63,0.19,0.18
PCC,0.49,0.65,0.84,0.25,0.33,0.42,0.63,0.19,0.18
ACC,0.57,0.0,0.0,1.0,0.0,0.0,0.63,0.19,0.18
PACC,0.39,0.86,0.97,0.18,0.39,0.44,0.63,0.19,0.18
T50,0.36,0.0,0.0,1.0,0.0,0.0,0.63,0.19,0.18
MAX,0.48,0.0,0.0,1.0,0.0,0.0,0.63,0.19,0.18
MS,0.46,0.0,0.0,1.0,0.0,0.0,0.63,0.19,0.18
MS2,0.46,0.0,0.0,1.0,0.0,0.0,0.63,0.19,0.18
X,0.59,0.0,0.0,1.0,0.0,0.0,0.63,0.19,0.18
SMM,0.39,0.86,0.97,0.18,0.39,0.44,0.63,0.19,0.18
DyS,0.41,0.82,0.94,0.19,0.38,0.43,0.63,0.19,0.18
DySyn,0.42,1.0,0.97,0.18,0.42,0.41,0.63,0.19,0.18
HDy,0.44,0.86,0.96,0.19,0.38,0.43,0.63,0.19,0.18
ACC_syn,0.37,0.64,0.88,0.2,0.34,0.46,0.63,0.19,0.18
PACC_syn,0.45,0.54,0.82,0.25,0.3,0.45,0.63,0.19,0.18
X_syn,0.13,0.0,0.39,0.25,0.0,0.75,0.63,0.19,0.18
MAX_syn,0.13,0.0,0.39,0.25,0.0,0.75,0.63,0.19,0.18
T50_syn,0.34,0.94,0.96,0.15,0.42,0.43,0.63,0.19,0.18
MS_syn,0.35,0.7,0.87,0.18,0.36,0.45,0.63,0.19,0.18
MS2_syn,0.35,0.68,0.85,0.19,0.36,0.45,0.63,0.19,0.18
SMM_syn,0.48,0.94,1.0,0.2,0.39,0.41,0.63,0.19,0.18
HDy_syn,0.41,1.0,0.97,0.17,0.42,0.41,0.63,0.19,0.18
CC2,0.59,0.27,0.14,0.59,0.27,0.14,0.63,0.19,0.18
PWK,0.53,0.25,0.22,0.53,0.25,0.22,0.63,0.19,0.18
HDx,0.78,0.21,0.04,0.78,0.21,0.04,0.63,0.19,0.18
GAC,1.0,1.0,0.0,1.0,1.0,0.0,0.63,0.19,0.18
GPAC,0.36,1.0,0.0,0.36,1.0,0.0,0.63,0.19,0.18
FM,0.0,1.0,0.0,0.0,1.0,0.0,0.63,0.19,0.18
EMQ,0.57,0.34,0.09,0.57,0.34,0.09,0.63,0.19,0.18
KDEyHD,0.0,0.97,0.03,0.0,0.97,0.03,0.63,0.19,0.18
KDEyCS,0.0,1.0,0.0,0.0,1.0,0.0,0.63,0.19,0.18
KDEyML,0.0,0.87,0.13,0.0,0.87,0.13,0.63,0.19,0.18
CC,0.47,0.86,0.85,0.22,0.39,0.39,0.63,0.19,0.18
PCC,0.52,0.66,0.82,0.26,0.33,0.41,0.63,0.19,0.18
ACC,0.51,0.0,0.0,1.0,0.0,0.0,0.63,0.19,0.18
PACC,0.44,0.96,0.92,0.19,0.41,0.4,0.63,0.19,0.18
T50,0.4,0.0,0.0,1.0,0.0,0.0,0.63,0.19,0.18
MAX,0.43,0.0,0.0,1.0,0.0,0.0,0.63,0.19,0.18
MS,0.42,0.0,0.0,1.0,0.0,0.0,0.63,0.19,0.18
MS2,0.42,0.0,0.0,1.0,0.0,0.0,0.63,0.19,0.18
X,0.47,0.0,0.0,1.0,0.0,0.0,0.63,0.19,0.18
SMM,0.44,0.96,0.92,0.19,0.41,0.4,0.63,0.19,0.18
DyS,0.45,0.88,0.94,0.2,0.39,0.41,0.63,0.19,0.18
DySyn,0.44,1.0,0.95,0.18,0.42,0.4,0.63,0.19,0.18
HDy,0.49,0.79,0.94,0.22,0.36,0.42,0.63,0.19,0.18
ACC_syn,0.42,0.81,0.85,0.2,0.39,0.41,0.63,0.19,0.18
PACC_syn,0.46,0.44,0.8,0.27,0.26,0.47,0.63,0.19,0.18
X_syn,0.12,0.0,0.27,0.31,0.0,0.69,0.63,0.19,0.18
MAX_syn,0.12,0.0,0.27,0.31,0.0,0.69,0.63,0.19,0.18
T50_syn,0.51,0.98,0.98,0.21,0.4,0.4,0.63,0.19,0.18
MS_syn,0.37,0.81,0.85,0.18,0.4,0.42,0.63,0.19,0.18
MS2_syn,0.4,0.66,0.84,0.21,0.35,0.44,0.63,0.19,0.18
SMM_syn,0.56,0.98,1.0,0.22,0.39,0.39,0.63,0.19,0.18
HDy_syn,0.38,1.0,0.98,0.16,0.42,0.42,0.63,0.19,0.18
CC2,0.57,0.27,0.16,0.57,0.27,0.16,0.63,0.19,0.18
PWK,0.58,0.23,0.19,0.58,0.23,0.19,0.63,0.19,0.18
HDx,0.78,0.15,0.07,0.78,0.15,0.07,0.63,0.19,0.18
GAC,1.0,1.0,0.0,1.0,1.0,0.0,0.63,0.19,0.18
GPAC,0.0,1.0,0.0,0.0,1.0,0.0,0.63,0.19,0.18
FM,0.0,1.0,0.0,0.0,1.0,0.0,0.63,0.19,0.18
EMQ,0.54,0.34,0.12,0.54,0.34,0.12,0.63,0.19,0.18
KDEyHD,0.0,0.82,0.17,0.0,0.82,0.17,0.63,0.19,0.18
KDEyCS,0.0,1.0,0.0,0.0,1.0,0.0,0.63,0.19,0.18
KDEyML,0.0,0.77,0.23,0.0,0.77,0.23,0.63,0.19,0.18
CC,0.44,0.86,0.84,0.21,0.4,0.39,0.63,0.19,0.18
PCC,0.48,0.66,0.83,0.24,0.34,0.42,0.63,0.19,0.18
ACC,0.55,0.0,0.0,1.0,0.0,0.0,0.63,0.19,0.18
PACC,0.37,0.99,0.95,0.16,0.43,0.41,0.63,0.19,0.18
T50,0.44,0.0,0.0,1.0,0.0,0.0,0.63,0.19,0.18
MAX,0.49,0.0,0.0,1.0,0.0,0.0,0.63,0.19,0.18
MS,0.5,0.0,0.0,1.0,0.0,0.0,0.63,0.19,0.18
MS2,0.5,0.0,0.0,1.0,0.0,0.0,0.63,0.19,0.18
X,0.57,0.0,0.0,1.0,0.0,0.0,0.63,0.19,0.18
SMM,0.37,0.99,0.95,0.16,0.43,0.41,0.63,0.19,0.18
DyS,0.36,0.98,0.93,0.16,0.43,0.41,0.63,0.19,0.18
DySyn,0.37,1.0,0.95,0.16,0.43,0.41,0.63,0.19,0.18
HDy,0.37,0.96,0.97,0.16,0.42,0.42,0.63,0.19,0.18
ACC_syn,0.38,0.82,0.84,0.19,0.4,0.41,0.63,0.19,0.18
PACC_syn,0.41,0.45,0.83,0.24,0.27,0.49,0.63,0.19,0.18
X_syn,0.13,0.0,0.32,0.29,0.0,0.71,0.63,0.19,0.18
MAX_syn,0.13,0.0,0.32,0.29,0.0,0.71,0.63,0.19,0.18
T50_syn,0.33,0.9,1.0,0.15,0.4,0.45,0.63,0.19,0.18
MS_syn,0.32,0.78,0.84,0.17,0.4,0.43,0.63,0.19,0.18
MS2_syn,0.32,0.72,0.84,0.17,0.38,0.45,0.63,0.19,0.18
SMM_syn,0.48,0.95,0.9,0.21,0.41,0.39,0.63,0.19,0.18
HDy_syn,0.35,1.0,0.96,0.15,0.43,0.42,0.63,0.19,0.18
CC2,0.57,0.28,0.15,0.57,0.28,0.15,0.63,0.19,0.18
PWK,0.57,0.28,0.15,0.57,0.28,0.15,0.63,0.19,0.18
HDx,0.78,0.19,0.03,0.78,0.19,0.03,0.63,0.19,0.18
GAC,1.0,1.0,0.0,1.0,1.0,0.0,0.63,0.19,0.18
GPAC,1.0,1.0,0.0,1.0,1.0,0.0,0.63,0.19,0.18
FM,0.0,1.0,0.0,0.0,1.0,0.0,0.63,0.19,0.18
EMQ,0.63,0.23,0.14,0.63,0.23,0.14,0.63,0.19,0.18
KDEyHD,0.0,1.0,0.0,0.0,1.0,0.0,0.63,0.19,0.18
KDEyCS,0.0,1.0,0.0,0.0,1.0,0.0,0.63,0.19,0.18
KDEyML,0.0,1.0,0.0,0.0,1.0,0.0,0.63,0.19,0.18
CC,0.65,0.75,0.83,0.29,0.34,0.37,0.35,0.4,0.25
PCC,0.64,0.61,0.76,0.32,0.3,0.38,0.35,0.4,0.25
ACC,0.24,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
PACC,0.66,0.47,0.77,0.35,0.25,0.41,0.35,0.4,0.25
T50,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.4,0.25
MAX,0.29,0.0,0.01,0.98,0.0,0.02,0.35,0.4,0.25
MS,0.21,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
MS2,0.22,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
X,0.27,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
SMM,0.66,0.47,0.77,0.35,0.25,0.41,0.35,0.4,0.25
DyS,0.65,0.46,0.82,0.34,0.24,0.42,0.35,0.4,0.25
DySyn,0.68,1.0,0.86,0.27,0.39,0.34,0.35,0.4,0.25
HDy,0.67,0.49,0.89,0.33,0.24,0.43,0.35,0.4,0.25
ACC_syn,0.65,0.67,0.81,0.31,0.31,0.38,0.35,0.4,0.25
PACC_syn,0.6,0.37,0.73,0.35,0.22,0.43,0.35,0.4,0.25
X_syn,0.16,0.0,0.18,0.47,0.0,0.53,0.35,0.4,0.25
MAX_syn,0.16,0.0,0.18,0.47,0.0,0.53,0.35,0.4,0.25
T50_syn,0.84,0.98,0.88,0.31,0.36,0.33,0.35,0.4,0.25
MS_syn,0.65,0.61,0.81,0.31,0.29,0.39,0.35,0.4,0.25
MS2_syn,0.58,0.36,0.8,0.33,0.21,0.46,0.35,0.4,0.25
SMM_syn,0.67,0.82,0.99,0.27,0.33,0.4,0.35,0.4,0.25
HDy_syn,0.74,1.0,0.91,0.28,0.38,0.34,0.35,0.4,0.25
CC2,0.36,0.45,0.19,0.36,0.45,0.19,0.35,0.4,0.25
PWK,0.41,0.33,0.26,0.41,0.33,0.26,0.35,0.4,0.25
HDx,0.46,0.32,0.25,0.46,0.32,0.25,0.35,0.4,0.25
GAC,0.0,0.0,1.0,0.0,0.0,1.0,0.35,0.4,0.25
GPAC,0.0,0.0,1.0,0.0,0.0,1.0,0.35,0.4,0.25
FM,0.0,0.0,1.0,0.0,0.0,1.0,0.35,0.4,0.25
EMQ,0.32,0.48,0.19,0.32,0.48,0.19,0.35,0.4,0.25
KDEyHD,0.0,0.0,1.0,0.0,0.0,1.0,0.35,0.4,0.25
KDEyCS,0.0,0.15,0.85,0.0,0.15,0.85,0.35,0.4,0.25
KDEyML,0.0,0.0,1.0,0.0,0.0,1.0,0.35,0.4,0.25
CC,0.62,0.82,0.75,0.28,0.37,0.34,0.35,0.4,0.25
PCC,0.65,0.63,0.72,0.32,0.32,0.36,0.35,0.4,0.25
ACC,0.29,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
PACC,0.67,0.71,0.68,0.32,0.34,0.33,0.35,0.4,0.25
T50,0.07,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
MAX,0.22,0.0,0.08,0.74,0.0,0.26,0.35,0.4,0.25
MS,0.19,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
MS2,0.19,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
X,0.26,0.0,0.04,0.86,0.0,0.14,0.35,0.4,0.25
SMM,0.67,0.71,0.68,0.33,0.34,0.33,0.35,0.4,0.25
DyS,0.67,0.75,0.71,0.32,0.35,0.33,0.35,0.4,0.25
DySyn,0.64,1.0,0.84,0.26,0.4,0.34,0.35,0.4,0.25
HDy,0.73,0.74,0.78,0.32,0.33,0.35,0.35,0.4,0.25
ACC_syn,0.57,0.75,0.66,0.29,0.38,0.33,0.35,0.4,0.25
PACC_syn,0.6,0.41,0.69,0.35,0.24,0.41,0.35,0.4,0.25
X_syn,0.22,0.0,0.25,0.47,0.0,0.53,0.35,0.4,0.25
MAX_syn,0.22,0.0,0.25,0.47,0.0,0.53,0.35,0.4,0.25
T50_syn,0.7,0.98,0.86,0.27,0.39,0.34,0.35,0.4,0.25
MS_syn,0.58,0.73,0.72,0.29,0.36,0.35,0.35,0.4,0.25
MS2_syn,0.56,0.48,0.73,0.31,0.27,0.41,0.35,0.4,0.25
SMM_syn,0.76,1.0,0.9,0.29,0.38,0.34,0.35,0.4,0.25
HDy_syn,0.7,1.0,0.78,0.28,0.4,0.31,0.35,0.4,0.25
CC2,0.4,0.34,0.26,0.4,0.34,0.26,0.35,0.4,0.25
PWK,0.32,0.4,0.28,0.32,0.4,0.28,0.35,0.4,0.25
HDx,0.62,0.38,0.12,0.62,0.38,0.12,0.35,0.4,0.25
GAC,1.0,0.2,0.0,1.0,0.2,0.0,0.35,0.4,0.25
GPAC,1.0,1.0,0.0,1.0,1.0,0.0,0.35,0.4,0.25
FM,1.0,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
EMQ,0.36,0.31,0.33,0.36,0.31,0.33,0.35,0.4,0.25
KDEyHD,0.61,0.25,0.14,0.61,0.25,0.14,0.35,0.4,0.25
KDEyCS,0.5,0.39,0.11,0.5,0.39,0.11,0.35,0.4,0.25
KDEyML,0.12,0.66,0.22,0.12,0.66,0.22,0.35,0.4,0.25
CC,0.67,0.71,0.72,0.32,0.34,0.34,0.35,0.4,0.25
PCC,0.66,0.6,0.7,0.34,0.31,0.36,0.35,0.4,0.25
ACC,0.21,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
PACC,0.69,0.37,0.62,0.41,0.22,0.37,0.35,0.4,0.25
T50,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.4,0.25
MAX,0.32,0.0,0.01,0.98,0.0,0.02,0.35,0.4,0.25
MS,0.2,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
MS2,0.21,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
X,0.26,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
SMM,0.69,0.37,0.62,0.41,0.22,0.37,0.35,0.4,0.25
DyS,0.72,0.36,0.66,0.41,0.21,0.38,0.35,0.4,0.25
DySyn,0.72,1.0,0.83,0.28,0.39,0.33,0.35,0.4,0.25
HDy,0.78,0.4,0.77,0.4,0.2,0.39,0.35,0.4,0.25
ACC_syn,0.67,0.52,0.69,0.36,0.28,0.36,0.35,0.4,0.25
PACC_syn,0.66,0.37,0.66,0.39,0.22,0.39,0.35,0.4,0.25
X_syn,0.25,0.0,0.2,0.56,0.0,0.44,0.35,0.4,0.25
MAX_syn,0.25,0.0,0.2,0.56,0.0,0.44,0.35,0.4,0.25
T50_syn,0.61,0.92,0.88,0.25,0.38,0.37,0.35,0.4,0.25
MS_syn,0.66,0.63,0.69,0.33,0.32,0.35,0.35,0.4,0.25
MS2_syn,0.66,0.48,0.68,0.36,0.26,0.37,0.35,0.4,0.25
SMM_syn,0.69,0.75,0.88,0.3,0.32,0.38,0.35,0.4,0.25
HDy_syn,0.71,1.0,0.87,0.28,0.39,0.34,0.35,0.4,0.25
CC2,0.34,0.37,0.29,0.34,0.37,0.29,0.35,0.4,0.25
PWK,0.32,0.41,0.27,0.32,0.41,0.27,0.35,0.4,0.25
HDx,0.41,0.12,0.49,0.41,0.12,0.49,0.35,0.4,0.25
GAC,0.46,0.0,1.0,0.46,0.0,1.0,0.35,0.4,0.25
GPAC,1.0,1.0,0.0,1.0,1.0,0.0,0.35,0.4,0.25
FM,1.0,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
EMQ,0.35,0.23,0.42,0.35,0.23,0.42,0.35,0.4,0.25
KDEyHD,0.13,0.0,0.87,0.13,0.0,0.87,0.35,0.4,0.25
KDEyCS,0.31,0.0,0.69,0.31,0.0,0.69,0.35,0.4,0.25
KDEyML,0.47,0.0,0.53,0.47,0.0,0.53,0.35,0.4,0.25
CC,0.63,0.79,0.72,0.29,0.37,0.34,0.35,0.4,0.25
PCC,0.63,0.63,0.73,0.32,0.32,0.37,0.35,0.4,0.25
ACC,0.27,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
PACC,0.64,0.7,0.7,0.31,0.34,0.34,0.35,0.4,0.25
T50,0.03,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
MAX,0.26,0.0,0.01,0.97,0.0,0.03,0.35,0.4,0.25
MS,0.25,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
MS2,0.25,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
X,0.3,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
SMM,0.64,0.7,0.7,0.31,0.34,0.34,0.35,0.4,0.25
DyS,0.64,0.64,0.72,0.32,0.32,0.36,0.35,0.4,0.25
DySyn,0.66,1.0,0.84,0.26,0.4,0.34,0.35,0.4,0.25
HDy,0.66,0.64,0.82,0.31,0.3,0.39,0.35,0.4,0.25
ACC_syn,0.6,0.73,0.68,0.3,0.36,0.34,0.35,0.4,0.25
PACC_syn,0.59,0.51,0.7,0.33,0.28,0.39,0.35,0.4,0.25
X_syn,0.22,0.0,0.23,0.49,0.0,0.51,0.35,0.4,0.25
MAX_syn,0.22,0.0,0.23,0.49,0.0,0.51,0.35,0.4,0.25
T50_syn,0.72,0.94,0.9,0.28,0.37,0.35,0.35,0.4,0.25
MS_syn,0.53,0.73,0.64,0.28,0.39,0.34,0.35,0.4,0.25
MS2_syn,0.61,0.48,0.68,0.34,0.27,0.39,0.35,0.4,0.25
SMM_syn,0.73,0.94,0.93,0.28,0.36,0.36,0.35,0.4,0.25
HDy_syn,0.6,0.99,0.85,0.25,0.41,0.35,0.35,0.4,0.25
CC2,0.4,0.33,0.27,0.4,0.33,0.27,0.35,0.4,0.25
PWK,0.43,0.26,0.31,0.43,0.26,0.31,0.35,0.4,0.25
HDx,0.55,0.27,0.21,0.55,0.27,0.21,0.35,0.4,0.25
GAC,1.0,0.2,0.0,1.0,0.2,0.0,0.35,0.4,0.25
GPAC,1.0,1.0,0.0,1.0,1.0,0.0,0.35,0.4,0.25
FM,1.0,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
EMQ,0.39,0.28,0.33,0.39,0.28,0.33,0.35,0.4,0.25
KDEyHD,0.79,0.0,0.21,0.79,0.0,0.21,0.35,0.4,0.25
KDEyCS,0.76,0.1,0.13,0.76,0.1,0.13,0.35,0.4,0.25
KDEyML,0.88,0.0,0.12,0.88,0.0,0.12,0.35,0.4,0.25
CC,0.65,0.82,0.68,0.3,0.38,0.32,0.35,0.4,0.25
PCC,0.65,0.63,0.71,0.32,0.32,0.36,0.35,0.4,0.25
ACC,0.24,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
PACC,0.66,0.7,0.66,0.33,0.35,0.33,0.35,0.4,0.25
T50,0.01,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
MAX,0.26,0.0,0.04,0.88,0.0,0.12,0.35,0.4,0.25
MS,0.22,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
MS2,0.23,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
X,0.27,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
SMM,0.66,0.7,0.66,0.33,0.35,0.33,0.35,0.4,0.25
DyS,0.66,0.73,0.67,0.32,0.35,0.33,0.35,0.4,0.25
DySyn,0.65,1.0,0.94,0.25,0.39,0.36,0.35,0.4,0.25
HDy,0.7,0.71,0.77,0.32,0.32,0.35,0.35,0.4,0.25
ACC_syn,0.65,0.76,0.59,0.32,0.38,0.3,0.35,0.4,0.25
PACC_syn,0.6,0.49,0.59,0.36,0.29,0.35,0.35,0.4,0.25
X_syn,0.25,0.0,0.21,0.54,0.0,0.46,0.35,0.4,0.25
MAX_syn,0.25,0.0,0.21,0.54,0.0,0.46,0.35,0.4,0.25
T50_syn,0.65,0.82,0.76,0.29,0.37,0.34,0.35,0.4,0.25
MS_syn,0.56,0.76,0.65,0.29,0.39,0.33,0.35,0.4,0.25
MS2_syn,0.56,0.58,0.55,0.33,0.34,0.33,0.35,0.4,0.25
SMM_syn,0.67,0.85,1.0,0.27,0.34,0.4,0.35,0.4,0.25
HDy_syn,0.71,1.0,1.0,0.26,0.37,0.37,0.35,0.4,0.25
CC2,0.37,0.3,0.33,0.37,0.3,0.33,0.35,0.4,0.25
PWK,0.39,0.32,0.29,0.39,0.32,0.29,0.35,0.4,0.25
HDx,0.6,0.23,0.19,0.6,0.23,0.19,0.35,0.4,0.25
GAC,1.0,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
GPAC,1.0,1.0,0.0,1.0,1.0,0.0,0.35,0.4,0.25
FM,1.0,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
EMQ,0.39,0.22,0.39,0.39,0.22,0.39,0.35,0.4,0.25
KDEyHD,0.98,0.0,0.02,0.98,0.0,0.02,0.35,0.4,0.25
KDEyCS,1.0,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
KDEyML,1.0,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
CC,0.59,0.83,0.82,0.26,0.37,0.37,0.35,0.4,0.25
PCC,0.61,0.64,0.75,0.31,0.32,0.38,0.35,0.4,0.25
ACC,0.33,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
PACC,0.6,0.75,0.76,0.28,0.36,0.36,0.35,0.4,0.25
T50,0.07,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
MAX,0.36,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
MS,0.26,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
MS2,0.26,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
X,0.32,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
SMM,0.6,0.75,0.76,0.28,0.36,0.36,0.35,0.4,0.25
DyS,0.61,0.82,0.78,0.28,0.37,0.35,0.35,0.4,0.25
DySyn,0.6,1.0,0.91,0.24,0.4,0.36,0.35,0.4,0.25
HDy,0.64,0.83,0.81,0.28,0.36,0.35,0.35,0.4,0.25
ACC_syn,0.59,0.74,0.8,0.28,0.35,0.37,0.35,0.4,0.25
PACC_syn,0.58,0.52,0.73,0.32,0.29,0.4,0.35,0.4,0.25
X_syn,0.19,0.0,0.28,0.4,0.0,0.6,0.35,0.4,0.25
MAX_syn,0.19,0.0,0.28,0.4,0.0,0.6,0.35,0.4,0.25
T50_syn,0.57,0.94,0.92,0.24,0.39,0.38,0.35,0.4,0.25
MS_syn,0.59,0.78,0.79,0.27,0.36,0.37,0.35,0.4,0.25
MS2_syn,0.53,0.57,0.72,0.29,0.31,0.4,0.35,0.4,0.25
SMM_syn,0.64,0.92,0.96,0.25,0.37,0.38,0.35,0.4,0.25
HDy_syn,0.67,1.0,0.93,0.26,0.38,0.36,0.35,0.4,0.25
CC2,0.41,0.36,0.23,0.41,0.36,0.23,0.35,0.4,0.25
PWK,0.4,0.38,0.22,0.4,0.38,0.22,0.35,0.4,0.25
HDx,0.5,0.19,0.29,0.5,0.19,0.29,0.35,0.4,0.25
GAC,0.0,0.4,0.65,0.0,0.4,0.65,0.35,0.4,0.25
GPAC,1.0,1.0,0.0,1.0,1.0,0.0,0.35,0.4,0.25
FM,1.0,0.0,0.0,1.0,0.0,0.0,0.35,0.4,0.25
EMQ,0.42,0.29,0.29,0.42,0.29,0.29,0.35,0.4,0.25
KDEyHD,0.42,0.36,0.22,0.42,0.36,0.22,0.35,0.4,0.25
