qnt,batch_index,cdraw_p,ceight_p,celeven_p,cfifteen_p,cfive_p,cfour_p,cfourteen_p,cnine_p,cone_p,cseven_p,csix_p,csixteen_p,cten_p,cthirteen_p,cthree_p,ctwelve_p,ctwo_p,czero_p,cdraw_p_normalized,ceight_p_normalized,celeven_p_normalized,cfifteen_p_normalized,cfive_p_normalized,cfour_p_normalized,cfourteen_p_normalized,cnine_p_normalized,cone_p_normalized,cseven_p_normalized,csix_p_normalized,csixteen_p_normalized,cten_p_normalized,cthirteen_p_normalized,cthree_p_normalized,ctwelve_p_normalized,ctwo_p_normalized,czero_p_normalized,cdraw_real,ceight_real,celeven_real,cfifteen_real,cfive_real,cfour_real,cfourteen_real,cnine_real,cone_real,cseven_real,csix_real,csixteen_real,cten_real,cthirteen_real,cthree_real,ctwelve_real,ctwo_real,czero_real
X_cdt,594,0.0,0.23,0.0,0.46,0.0,0.0,0.06,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.41,0.0,0.0,0.05,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
MAX_cdt,594,0.0,0.23,0.0,0.46,0.0,0.0,0.06,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.41,0.0,0.0,0.05,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
T50_cdt,594,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
MS_cdt,594,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
MS2_cdt,594,1.0,0.99,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
SMM_cdt,594,1.0,1.0,1.0,1.0,0.75,0.85,0.98,1.0,0.74,0.23,1.0,1.0,1.0,0.98,0.7,1.0,0.73,0.7,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.05,0.01,0.06,0.06,0.06,0.06,0.04,0.06,0.05,0.04,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
HDy_cdt,594,1.0,1.0,1.0,1.0,0.85,0.9,1.0,1.0,0.83,0.34,1.0,1.0,1.0,1.0,0.73,1.0,0.82,0.8,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.02,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
CC2,594,0.0,0.14,0.02,0.03,0.11,0.01,0.21,0.07,0.0,0.0,0.02,0.01,0.05,0.09,0.0,0.06,0.18,0.0,0.0,0.14,0.02,0.03,0.11,0.01,0.21,0.07,0.0,0.0,0.02,0.01,0.05,0.09,0.0,0.06,0.18,0.0,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
PWK,594,0.08,0.07,0.01,0.06,0.03,0.09,0.05,0.02,0.07,0.1,0.04,0.05,0.03,0.04,0.04,0.05,0.05,0.12,0.08,0.07,0.01,0.06,0.03,0.09,0.05,0.02,0.07,0.1,0.04,0.05,0.03,0.04,0.04,0.05,0.05,0.12,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
HDx,594,0.5,0.62,0.31,0.23,0.32,0.23,0.26,0.74,0.21,0.5,0.42,0.17,0.96,0.0,0.24,0.0,0.31,0.13,0.5,0.62,0.31,0.23,0.32,0.23,0.26,0.74,0.21,0.5,0.42,0.17,0.96,0.0,0.24,0.0,0.31,0.13,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
GAC,594,0.0,0.14,0.02,0.03,0.11,0.01,0.21,0.07,0.0,0.0,0.02,0.01,0.05,0.09,0.0,0.06,0.18,0.0,0.0,0.14,0.02,0.03,0.11,0.01,0.21,0.07,0.0,0.0,0.02,0.01,0.05,0.09,0.0,0.06,0.18,0.0,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
GPAC,594,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.88,1.0,1.0,0.57,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.88,1.0,1.0,0.57,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
FM,594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
EMQ,594,0.0,0.11,0.0,0.0,0.0,0.02,0.03,0.14,0.0,0.0,0.02,0.04,0.0,0.24,0.18,0.02,0.05,0.15,0.0,0.11,0.0,0.0,0.0,0.02,0.03,0.14,0.0,0.0,0.02,0.04,0.0,0.24,0.18,0.02,0.05,0.15,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
KDEyHD,594,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.59,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.59,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
KDEyCS,594,0.0,0.0,0.0,0.14,0.0,0.11,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.11,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
KDEyML,594,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
CC,595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
PCC,595,0.91,0.9,0.91,0.95,0.93,0.96,0.89,0.92,0.98,0.95,0.94,0.99,0.91,0.89,0.98,0.89,0.94,0.99,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.06,0.06,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
ACC,595,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
PACC,595,1.0,0.52,1.0,1.0,0.68,0.8,1.0,0.7,0.71,0.15,0.69,1.0,0.0,1.0,0.64,1.0,0.71,0.68,0.08,0.04,0.08,0.08,0.05,0.06,0.08,0.05,0.05,0.01,0.05,0.08,0.0,0.08,0.05,0.08,0.05,0.05,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
T50,595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
MAX,595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
MS,595,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
MS2,595,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
X,595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
SMM,595,1.0,0.52,1.0,1.0,0.68,0.8,1.0,0.7,0.71,0.15,0.69,1.0,0.0,1.0,0.64,1.0,0.71,0.68,0.08,0.04,0.08,0.08,0.05,0.06,0.08,0.05,0.05,0.01,0.05,0.08,0.0,0.08,0.05,0.08,0.05,0.05,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
DyS,595,1.0,0.48,1.0,1.0,0.73,0.84,1.0,0.75,0.83,0.0,0.69,1.0,0.0,1.0,0.6,1.0,0.69,0.86,0.07,0.04,0.07,0.07,0.05,0.06,0.07,0.06,0.06,0.0,0.05,0.07,0.0,0.07,0.04,0.07,0.05,0.06,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
DySyn,595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
HDy,595,1.0,0.56,1.0,1.0,0.75,0.89,1.0,0.81,0.84,0.36,0.7,1.0,0.26,1.0,0.79,1.0,0.78,0.78,0.07,0.04,0.07,0.07,0.05,0.06,0.07,0.06,0.06,0.02,0.05,0.07,0.02,0.07,0.05,0.07,0.05,0.05,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
ACC_syn,595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
PACC_syn,595,0.91,0.9,0.91,0.95,0.93,0.96,0.89,0.92,0.98,0.95,0.94,0.99,0.91,0.89,0.98,0.89,0.94,0.99,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.06,0.06,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
X_syn,595,0.0,0.19,0.0,0.41,0.47,0.65,0.09,0.0,0.68,0.17,0.42,0.9,0.0,0.0,0.67,0.0,0.6,0.82,0.0,0.03,0.0,0.07,0.08,0.11,0.01,0.0,0.11,0.03,0.07,0.15,0.0,0.0,0.11,0.0,0.1,0.14,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
MAX_syn,595,0.0,0.19,0.0,0.41,0.47,0.65,0.09,0.0,0.68,0.17,0.42,0.9,0.0,0.0,0.67,0.0,0.6,0.82,0.0,0.03,0.0,0.07,0.08,0.11,0.01,0.0,0.11,0.03,0.07,0.15,0.0,0.0,0.11,0.0,0.1,0.14,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
T50_syn,595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
MS_syn,595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
MS2_syn,595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
SMM_syn,595,1.0,0.99,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,0.98,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.06,0.06,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
HDy_syn,595,0.99,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
DyS_cdt,595,1.0,1.0,1.0,1.0,0.73,0.84,1.0,1.0,0.83,0.0,1.0,1.0,1.0,1.0,0.6,1.0,0.69,0.86,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.05,0.0,0.06,0.06,0.06,0.06,0.04,0.06,0.04,0.06,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
ACC_cdt,595,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
PACC_cdt,595,0.91,0.9,0.91,0.95,0.68,0.8,0.89,0.92,0.71,0.15,0.94,1.0,0.91,0.89,0.64,1.0,0.71,0.68,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.05,0.01,0.06,0.07,0.06,0.06,0.04,0.07,0.05,0.05,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
X_cdt,595,0.0,0.19,0.0,0.41,0.0,0.0,0.09,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.37,0.0,0.0,0.08,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
MAX_cdt,595,0.0,0.19,0.0,0.41,0.0,0.0,0.09,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.37,0.0,0.0,0.08,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
T50_cdt,595,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
MS_cdt,595,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
MS2_cdt,595,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
SMM_cdt,595,1.0,0.99,1.0,1.0,0.68,0.8,0.98,1.0,0.71,0.15,1.0,1.0,1.0,0.98,0.64,1.0,0.71,0.68,0.07,0.06,0.07,0.07,0.04,0.05,0.06,0.07,0.05,0.01,0.07,0.07,0.07,0.06,0.04,0.07,0.05,0.04,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
HDy_cdt,595,0.99,1.0,1.0,1.0,0.75,0.89,1.0,1.0,0.84,0.36,1.0,1.0,1.0,1.0,0.79,1.0,0.78,0.78,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.02,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
CC2,595,0.03,0.15,0.04,0.03,0.09,0.03,0.22,0.02,0.0,0.01,0.03,0.0,0.05,0.06,0.0,0.07,0.17,0.0,0.03,0.15,0.04,0.03,0.09,0.03,0.22,0.02,0.0,0.01,0.03,0.0,0.05,0.06,0.0,0.07,0.17,0.0,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
PWK,595,0.05,0.05,0.04,0.11,0.05,0.1,0.02,0.02,0.05,0.07,0.06,0.06,0.02,0.04,0.07,0.02,0.07,0.1,0.05,0.05,0.04,0.11,0.05,0.1,0.02,0.02,0.05,0.07,0.06,0.06,0.02,0.04,0.07,0.02,0.07,0.1,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
HDx,595,0.0,0.52,0.74,0.01,0.43,0.4,0.13,0.8,0.37,0.61,0.46,0.05,1.0,0.08,0.41,0.13,0.4,0.18,0.0,0.52,0.74,0.01,0.43,0.4,0.13,0.8,0.37,0.61,0.46,0.05,1.0,0.08,0.41,0.13,0.4,0.18,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
GAC,595,0.03,0.15,0.04,0.03,0.09,0.03,0.22,0.02,0.0,0.01,0.03,0.0,0.05,0.06,0.0,0.07,0.17,0.0,0.03,0.15,0.04,0.03,0.09,0.03,0.22,0.02,0.0,0.01,0.03,0.0,0.05,0.06,0.0,0.07,0.17,0.0,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
GPAC,595,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5,0.13,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5,0.13,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
FM,595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
EMQ,595,0.01,0.0,0.22,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.05,0.01,0.22,0.05,0.05,0.1,0.01,0.0,0.22,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.05,0.01,0.22,0.05,0.05,0.1,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
KDEyHD,595,0.0,0.11,0.0,0.24,0.0,0.0,0.0,0.0,0.63,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.24,0.0,0.0,0.0,0.0,0.63,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
KDEyCS,595,0.0,0.0,0.0,0.11,0.0,0.18,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.18,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
KDEyML,595,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
CC,596,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.04,0.11,0.02,0.14,0.02,0.05,0.05,0.01,0.01,0.12,0.03,0.02,0.01,0.04,0.11,0.07,0.02,0.13
