qnt,batch_index,c1_p,c2_p,c3_p,c4_p,c5_p,c6_p,c7_p,c1_p_normalized,c2_p_normalized,c3_p_normalized,c4_p_normalized,c5_p_normalized,c6_p_normalized,c7_p_normalized,c1_real,c2_real,c3_real,c4_real,c5_real,c6_real,c7_real
MS2_syn,282,0.76,0.93,1.0,0.78,0.98,1.0,0.96,0.12,0.14,0.16,0.12,0.15,0.16,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
SMM_syn,282,0.74,1.0,1.0,0.88,1.0,0.99,1.0,0.11,0.15,0.15,0.13,0.15,0.15,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
HDy_syn,282,0.76,1.0,0.99,0.81,1.0,1.0,0.99,0.12,0.15,0.15,0.12,0.15,0.15,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
DyS_cdt,282,0.76,0.72,0.9,0.81,1.0,0.61,0.94,0.13,0.13,0.16,0.14,0.17,0.11,0.16,0.25,0.03,0.02,0.19,0.42,0.01,0.08
ACC_cdt,282,0.06,0.0,1.0,0.11,1.0,1.0,0.0,0.02,0.0,0.32,0.03,0.32,0.32,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
PACC_cdt,282,0.77,0.73,0.88,0.81,0.8,0.65,0.93,0.14,0.13,0.16,0.15,0.14,0.12,0.17,0.25,0.03,0.02,0.19,0.42,0.01,0.08
X_cdt,282,0.11,0.0,0.0,0.15,0.09,0.0,0.0,0.32,0.0,0.0,0.42,0.26,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MAX_cdt,282,0.1,0.0,0.0,0.06,0.09,0.0,0.0,0.4,0.0,0.0,0.24,0.36,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
T50_cdt,282,0.21,0.0,0.0,0.0,1.0,0.0,0.0,0.18,0.0,0.0,0.0,0.82,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MS_cdt,282,0.13,0.0,1.0,0.06,1.0,1.0,0.0,0.04,0.0,0.31,0.02,0.31,0.31,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MS2_cdt,282,0.12,0.0,0.0,0.08,0.98,0.0,0.0,0.1,0.0,0.0,0.07,0.83,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
SMM_cdt,282,0.77,0.73,0.88,0.81,1.0,0.65,0.93,0.13,0.13,0.15,0.14,0.17,0.11,0.16,0.25,0.03,0.02,0.19,0.42,0.01,0.08
HDy_cdt,282,0.79,0.78,0.99,0.86,1.0,0.67,0.97,0.13,0.13,0.16,0.14,0.17,0.11,0.16,0.25,0.03,0.02,0.19,0.42,0.01,0.08
CC2,282,0.27,0.18,0.0,0.23,0.29,0.01,0.02,0.27,0.18,0.0,0.23,0.29,0.01,0.02,0.25,0.03,0.02,0.19,0.42,0.01,0.08
PWK,282,0.18,0.14,0.04,0.23,0.26,0.08,0.07,0.18,0.14,0.04,0.23,0.26,0.08,0.07,0.25,0.03,0.02,0.19,0.42,0.01,0.08
HDx,282,0.26,0.54,0.15,0.4,0.58,0.66,0.37,0.26,0.54,0.15,0.4,0.58,0.66,0.37,0.25,0.03,0.02,0.19,0.42,0.01,0.08
GAC,282,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
GPAC,282,0.61,1.0,0.4,0.0,1.0,1.0,1.0,0.61,1.0,0.4,0.0,1.0,1.0,1.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
FM,282,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
EMQ,282,0.22,0.07,0.06,0.15,0.28,0.15,0.07,0.22,0.07,0.06,0.15,0.28,0.15,0.07,0.25,0.03,0.02,0.19,0.42,0.01,0.08
KDEyHD,282,0.17,0.38,0.04,0.02,0.0,0.0,0.39,0.17,0.38,0.04,0.02,0.0,0.0,0.39,0.25,0.03,0.02,0.19,0.42,0.01,0.08
KDEyCS,282,0.0,0.02,0.06,0.0,0.17,0.0,0.75,0.0,0.02,0.06,0.0,0.17,0.0,0.75,0.25,0.03,0.02,0.19,0.42,0.01,0.08
KDEyML,282,0.37,0.3,0.0,0.0,0.0,0.0,0.33,0.37,0.3,0.0,0.0,0.0,0.0,0.33,0.25,0.03,0.02,0.19,0.42,0.01,0.08
CC,283,0.75,0.96,1.0,0.73,0.99,1.0,0.97,0.12,0.15,0.16,0.11,0.15,0.16,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
PCC,283,0.69,0.84,0.99,0.78,0.84,0.9,0.97,0.12,0.14,0.17,0.13,0.14,0.15,0.16,0.25,0.03,0.02,0.19,0.42,0.01,0.08
ACC,283,0.08,0.0,1.0,0.17,0.0,1.0,0.0,0.04,0.0,0.44,0.07,0.0,0.44,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
PACC,283,0.76,0.81,0.88,0.77,0.75,0.71,0.93,0.14,0.14,0.16,0.14,0.13,0.13,0.17,0.25,0.03,0.02,0.19,0.42,0.01,0.08
T50,283,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MAX,283,0.11,0.0,0.0,0.06,0.0,0.0,0.0,0.65,0.0,0.0,0.35,0.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MS,283,0.1,0.0,1.0,0.07,0.0,1.0,0.0,0.05,0.0,0.46,0.03,0.0,0.46,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MS2,283,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.49,0.0,0.0,0.51,0.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
X,283,0.13,0.0,0.0,0.19,0.0,0.0,0.0,0.39,0.0,0.0,0.61,0.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
SMM,283,0.76,0.81,0.88,0.77,0.75,0.71,0.93,0.14,0.14,0.16,0.14,0.13,0.13,0.17,0.25,0.03,0.02,0.19,0.42,0.01,0.08
DyS,283,0.76,0.79,0.87,0.77,0.74,0.72,0.96,0.14,0.14,0.16,0.14,0.13,0.13,0.17,0.25,0.03,0.02,0.19,0.42,0.01,0.08
DySyn,283,0.78,1.0,1.0,0.88,1.0,1.0,1.0,0.12,0.15,0.15,0.13,0.15,0.15,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
HDy,283,0.79,0.83,0.95,0.83,0.79,0.75,0.99,0.13,0.14,0.16,0.14,0.13,0.13,0.17,0.25,0.03,0.02,0.19,0.42,0.01,0.08
ACC_syn,283,0.75,0.96,1.0,0.73,0.99,1.0,0.97,0.12,0.15,0.16,0.11,0.15,0.16,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
PACC_syn,283,0.69,0.82,0.99,0.78,0.82,0.9,0.97,0.12,0.14,0.17,0.13,0.14,0.15,0.16,0.25,0.03,0.02,0.19,0.42,0.01,0.08
X_syn,283,0.0,0.39,0.91,0.62,0.11,0.11,0.88,0.0,0.13,0.3,0.21,0.04,0.04,0.29,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MAX_syn,283,0.0,0.39,0.91,0.62,0.11,0.11,0.88,0.0,0.13,0.3,0.21,0.04,0.04,0.29,0.25,0.03,0.02,0.19,0.42,0.01,0.08
T50_syn,283,0.79,1.0,1.0,1.0,1.0,1.0,1.0,0.12,0.15,0.15,0.15,0.15,0.15,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MS_syn,283,0.75,0.96,1.0,0.73,0.99,1.0,0.97,0.12,0.15,0.16,0.11,0.15,0.16,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MS2_syn,283,0.75,0.95,1.0,0.73,0.96,1.0,0.97,0.12,0.15,0.16,0.11,0.15,0.16,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
SMM_syn,283,0.73,1.0,1.0,0.84,1.0,0.99,1.0,0.11,0.15,0.15,0.13,0.15,0.15,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
HDy_syn,283,0.77,1.0,0.99,0.8,1.0,1.0,0.99,0.12,0.15,0.15,0.12,0.15,0.15,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
DyS_cdt,283,0.76,0.79,0.87,0.77,0.74,0.72,0.96,0.14,0.14,0.16,0.14,0.13,0.13,0.17,0.25,0.03,0.02,0.19,0.42,0.01,0.08
ACC_cdt,283,0.08,0.0,1.0,0.17,0.0,1.0,0.0,0.04,0.0,0.44,0.07,0.0,0.44,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
PACC_cdt,283,0.76,0.81,0.88,0.77,0.75,0.71,0.93,0.14,0.14,0.16,0.14,0.13,0.13,0.17,0.25,0.03,0.02,0.19,0.42,0.01,0.08
X_cdt,283,0.13,0.0,0.0,0.19,0.0,0.0,0.0,0.39,0.0,0.0,0.61,0.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MAX_cdt,283,0.11,0.0,0.0,0.06,0.0,0.0,0.0,0.65,0.0,0.0,0.35,0.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
T50_cdt,283,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MS_cdt,283,0.1,0.0,1.0,0.07,0.0,1.0,0.0,0.05,0.0,0.46,0.03,0.0,0.46,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MS2_cdt,283,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.49,0.0,0.0,0.51,0.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
SMM_cdt,283,0.76,0.81,0.88,0.77,0.75,0.71,0.93,0.14,0.14,0.16,0.14,0.13,0.13,0.17,0.25,0.03,0.02,0.19,0.42,0.01,0.08
HDy_cdt,283,0.79,0.83,0.95,0.83,0.79,0.75,0.99,0.13,0.14,0.16,0.14,0.13,0.13,0.17,0.25,0.03,0.02,0.19,0.42,0.01,0.08
CC2,283,0.3,0.16,0.0,0.24,0.26,0.01,0.03,0.3,0.16,0.0,0.24,0.26,0.01,0.03,0.25,0.03,0.02,0.19,0.42,0.01,0.08
PWK,283,0.18,0.19,0.04,0.23,0.2,0.08,0.08,0.18,0.19,0.04,0.23,0.2,0.08,0.08,0.25,0.03,0.02,0.19,0.42,0.01,0.08
HDx,283,0.2,0.6,0.15,0.48,0.66,0.66,0.36,0.2,0.6,0.15,0.48,0.66,0.66,0.36,0.25,0.03,0.02,0.19,0.42,0.01,0.08
GAC,283,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
GPAC,283,0.69,1.0,0.91,0.0,1.0,1.0,0.82,0.69,1.0,0.91,0.0,1.0,1.0,0.82,0.25,0.03,0.02,0.19,0.42,0.01,0.08
FM,283,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
EMQ,283,0.22,0.01,0.09,0.2,0.3,0.11,0.07,0.22,0.01,0.09,0.2,0.3,0.11,0.07,0.25,0.03,0.02,0.19,0.42,0.01,0.08
KDEyHD,283,0.15,0.5,0.07,0.0,0.0,0.0,0.28,0.15,0.5,0.07,0.0,0.0,0.0,0.28,0.25,0.03,0.02,0.19,0.42,0.01,0.08
KDEyCS,283,0.0,0.29,0.17,0.0,0.05,0.0,0.49,0.0,0.29,0.17,0.0,0.05,0.0,0.49,0.25,0.03,0.02,0.19,0.42,0.01,0.08
KDEyML,283,0.6,0.05,0.0,0.0,0.0,0.0,0.36,0.6,0.05,0.0,0.0,0.0,0.0,0.36,0.25,0.03,0.02,0.19,0.42,0.01,0.08
CC,284,0.74,0.93,1.0,0.77,0.99,1.0,0.98,0.12,0.15,0.16,0.12,0.15,0.16,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
PCC,284,0.66,0.82,1.0,0.81,0.83,0.91,0.97,0.11,0.14,0.17,0.14,0.14,0.15,0.16,0.25,0.03,0.02,0.19,0.42,0.01,0.08
ACC,284,0.1,0.0,1.0,0.12,0.0,1.0,0.0,0.04,0.0,0.45,0.05,0.0,0.45,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
PACC,284,0.71,0.73,0.95,0.82,0.7,0.83,0.94,0.12,0.13,0.17,0.14,0.12,0.15,0.17,0.25,0.03,0.02,0.19,0.42,0.01,0.08
T50,284,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MAX,284,0.13,0.0,0.0,0.03,0.0,0.0,0.0,0.82,0.0,0.0,0.18,0.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MS,284,0.16,0.0,1.0,0.05,0.0,1.0,0.0,0.07,0.0,0.45,0.02,0.0,0.45,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MS2,284,0.15,0.0,0.0,0.08,0.0,0.0,0.0,0.66,0.0,0.0,0.34,0.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
X,284,0.14,0.0,0.0,0.11,0.0,0.0,0.0,0.56,0.0,0.0,0.44,0.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
SMM,284,0.71,0.73,0.95,0.82,0.7,0.83,0.94,0.12,0.13,0.17,0.14,0.12,0.15,0.17,0.25,0.03,0.02,0.19,0.42,0.01,0.08
DyS,284,0.71,0.71,0.97,0.81,0.7,0.81,0.95,0.13,0.13,0.17,0.14,0.12,0.14,0.17,0.25,0.03,0.02,0.19,0.42,0.01,0.08
DySyn,284,0.74,1.0,1.0,0.89,1.0,1.0,1.0,0.11,0.15,0.15,0.13,0.15,0.15,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
HDy,284,0.74,0.78,0.99,0.86,0.76,0.83,0.98,0.12,0.13,0.17,0.14,0.13,0.14,0.17,0.25,0.03,0.02,0.19,0.42,0.01,0.08
ACC_syn,284,0.74,0.92,1.0,0.77,0.99,1.0,0.98,0.12,0.14,0.16,0.12,0.15,0.16,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
PACC_syn,284,0.66,0.8,1.0,0.81,0.81,0.91,0.97,0.11,0.13,0.17,0.14,0.14,0.15,0.16,0.25,0.03,0.02,0.19,0.42,0.01,0.08
X_syn,284,0.0,0.42,0.87,0.64,0.15,0.13,0.88,0.0,0.14,0.28,0.21,0.05,0.04,0.28,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MAX_syn,284,0.0,0.42,0.87,0.64,0.15,0.13,0.88,0.0,0.14,0.28,0.21,0.05,0.04,0.28,0.25,0.03,0.02,0.19,0.42,0.01,0.08
T50_syn,284,0.73,1.0,1.0,1.0,1.0,1.0,1.0,0.11,0.15,0.15,0.15,0.15,0.15,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MS_syn,284,0.72,0.92,1.0,0.77,0.99,1.0,0.98,0.11,0.14,0.16,0.12,0.15,0.16,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MS2_syn,284,0.72,0.9,1.0,0.77,0.97,1.0,0.98,0.11,0.14,0.16,0.12,0.15,0.16,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
SMM_syn,284,0.7,1.0,1.0,0.88,1.0,1.0,1.0,0.11,0.15,0.15,0.13,0.15,0.15,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
HDy_syn,284,0.7,0.99,0.99,0.85,1.0,1.0,0.99,0.11,0.15,0.15,0.13,0.15,0.15,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
DyS_cdt,284,0.71,0.71,0.97,0.81,0.7,0.81,0.95,0.13,0.13,0.17,0.14,0.12,0.14,0.17,0.25,0.03,0.02,0.19,0.42,0.01,0.08
ACC_cdt,284,0.1,0.0,1.0,0.12,0.0,1.0,0.0,0.04,0.0,0.45,0.05,0.0,0.45,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
PACC_cdt,284,0.71,0.73,0.95,0.82,0.7,0.83,0.94,0.12,0.13,0.17,0.14,0.12,0.15,0.17,0.25,0.03,0.02,0.19,0.42,0.01,0.08
X_cdt,284,0.14,0.0,0.0,0.11,0.0,0.0,0.0,0.56,0.0,0.0,0.44,0.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MAX_cdt,284,0.13,0.0,0.0,0.03,0.0,0.0,0.0,0.82,0.0,0.0,0.18,0.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
T50_cdt,284,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MS_cdt,284,0.16,0.0,1.0,0.05,0.0,1.0,0.0,0.07,0.0,0.45,0.02,0.0,0.45,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MS2_cdt,284,0.15,0.0,0.0,0.08,0.0,0.0,0.0,0.66,0.0,0.0,0.34,0.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
SMM_cdt,284,0.71,0.73,0.95,0.82,0.7,0.83,0.94,0.12,0.13,0.17,0.14,0.12,0.15,0.17,0.25,0.03,0.02,0.19,0.42,0.01,0.08
HDy_cdt,284,0.74,0.78,0.99,0.86,0.76,0.83,0.98,0.12,0.13,0.17,0.14,0.13,0.14,0.17,0.25,0.03,0.02,0.19,0.42,0.01,0.08
CC2,284,0.29,0.19,0.0,0.24,0.24,0.02,0.02,0.29,0.19,0.0,0.24,0.24,0.02,0.02,0.25,0.03,0.02,0.19,0.42,0.01,0.08
PWK,284,0.2,0.13,0.05,0.16,0.24,0.15,0.07,0.2,0.13,0.05,0.16,0.24,0.15,0.07,0.25,0.03,0.02,0.19,0.42,0.01,0.08
HDx,284,0.27,0.51,0.15,0.39,0.57,0.66,0.35,0.27,0.51,0.15,0.39,0.57,0.66,0.35,0.25,0.03,0.02,0.19,0.42,0.01,0.08
GAC,284,0.0,1.0,0.0,1.0,1.0,0.0,0.02,0.0,1.0,0.0,1.0,1.0,0.0,0.02,0.25,0.03,0.02,0.19,0.42,0.01,0.08
GPAC,284,0.0,1.0,0.36,0.0,1.0,1.0,0.86,0.0,1.0,0.36,0.0,1.0,1.0,0.86,0.25,0.03,0.02,0.19,0.42,0.01,0.08
FM,284,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
EMQ,284,0.27,0.11,0.06,0.19,0.27,0.05,0.06,0.27,0.11,0.06,0.19,0.27,0.05,0.06,0.25,0.03,0.02,0.19,0.42,0.01,0.08
KDEyHD,284,0.21,0.27,0.1,0.0,0.05,0.15,0.23,0.21,0.27,0.1,0.0,0.05,0.15,0.23,0.25,0.03,0.02,0.19,0.42,0.01,0.08
KDEyCS,284,0.0,0.0,0.12,0.0,0.53,0.0,0.35,0.0,0.0,0.12,0.0,0.53,0.0,0.35,0.25,0.03,0.02,0.19,0.42,0.01,0.08
KDEyML,284,0.68,0.0,0.05,0.0,0.0,0.0,0.27,0.68,0.0,0.05,0.0,0.0,0.0,0.27,0.25,0.03,0.02,0.19,0.42,0.01,0.08
CC,285,0.76,0.97,1.0,0.76,0.99,1.0,0.95,0.12,0.15,0.16,0.12,0.15,0.16,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
PCC,285,0.69,0.83,0.99,0.79,0.84,0.9,0.96,0.11,0.14,0.17,0.13,0.14,0.15,0.16,0.25,0.03,0.02,0.19,0.42,0.01,0.08
ACC,285,0.07,0.0,1.0,0.13,0.0,1.0,0.0,0.03,0.0,0.45,0.06,0.0,0.45,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
PACC,285,0.76,0.75,0.91,0.79,0.76,0.73,0.91,0.14,0.13,0.16,0.14,0.14,0.13,0.16,0.25,0.03,0.02,0.19,0.42,0.01,0.08
T50,285,0.21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MAX,285,0.13,0.0,0.0,0.1,0.0,0.0,0.0,0.57,0.0,0.0,0.43,0.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MS,285,0.12,0.0,1.0,0.08,0.0,1.0,0.0,0.05,0.0,0.46,0.03,0.0,0.46,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MS2,285,0.12,0.0,0.0,0.1,0.0,0.0,0.0,0.54,0.0,0.0,0.46,0.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
X,285,0.1,0.0,0.0,0.16,0.0,0.0,0.0,0.39,0.0,0.0,0.61,0.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
SMM,285,0.76,0.75,0.91,0.79,0.76,0.73,0.91,0.14,0.13,0.16,0.14,0.14,0.13,0.16,0.25,0.03,0.02,0.19,0.42,0.01,0.08
DyS,285,0.76,0.77,0.9,0.8,0.75,0.71,0.94,0.13,0.14,0.16,0.14,0.13,0.13,0.17,0.25,0.03,0.02,0.19,0.42,0.01,0.08
DySyn,285,0.77,1.0,1.0,0.88,1.0,1.0,0.99,0.12,0.15,0.15,0.13,0.15,0.15,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
HDy,285,0.79,0.83,0.96,0.85,0.79,0.74,0.97,0.13,0.14,0.16,0.14,0.13,0.13,0.16,0.25,0.03,0.02,0.19,0.42,0.01,0.08
ACC_syn,285,0.76,0.97,1.0,0.76,0.99,1.0,0.95,0.12,0.15,0.16,0.12,0.15,0.16,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
PACC_syn,285,0.69,0.81,0.99,0.79,0.83,0.9,0.96,0.12,0.14,0.17,0.13,0.14,0.15,0.16,0.25,0.03,0.02,0.19,0.42,0.01,0.08
X_syn,285,0.0,0.39,0.93,0.62,0.11,0.14,0.91,0.0,0.13,0.3,0.2,0.04,0.05,0.29,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MAX_syn,285,0.0,0.39,0.93,0.62,0.11,0.14,0.91,0.0,0.13,0.3,0.2,0.04,0.05,0.29,0.25,0.03,0.02,0.19,0.42,0.01,0.08
T50_syn,285,0.74,1.0,1.0,1.0,1.0,1.0,1.0,0.11,0.15,0.15,0.15,0.15,0.15,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MS_syn,285,0.74,0.97,1.0,0.76,0.99,1.0,0.95,0.12,0.15,0.16,0.12,0.15,0.16,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MS2_syn,285,0.74,0.95,1.0,0.76,0.97,1.0,0.95,0.12,0.15,0.16,0.12,0.15,0.16,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
SMM_syn,285,0.73,1.0,1.0,0.86,1.0,0.99,1.0,0.11,0.15,0.15,0.13,0.15,0.15,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
HDy_syn,285,0.78,1.0,0.99,0.82,1.0,1.0,0.97,0.12,0.15,0.15,0.13,0.15,0.15,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
DyS_cdt,285,0.76,0.77,0.9,0.8,0.75,0.71,0.94,0.13,0.14,0.16,0.14,0.13,0.13,0.17,0.25,0.03,0.02,0.19,0.42,0.01,0.08
ACC_cdt,285,0.07,0.0,1.0,0.13,0.0,1.0,0.0,0.03,0.0,0.45,0.06,0.0,0.45,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
PACC_cdt,285,0.76,0.75,0.91,0.79,0.76,0.73,0.91,0.14,0.13,0.16,0.14,0.14,0.13,0.16,0.25,0.03,0.02,0.19,0.42,0.01,0.08
X_cdt,285,0.1,0.0,0.0,0.16,0.0,0.0,0.0,0.39,0.0,0.0,0.61,0.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MAX_cdt,285,0.13,0.0,0.0,0.1,0.0,0.0,0.0,0.57,0.0,0.0,0.43,0.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
T50_cdt,285,0.21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MS_cdt,285,0.12,0.0,1.0,0.08,0.0,1.0,0.0,0.05,0.0,0.46,0.03,0.0,0.46,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
MS2_cdt,285,0.12,0.0,0.0,0.1,0.0,0.0,0.0,0.54,0.0,0.0,0.46,0.0,0.0,0.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
SMM_cdt,285,0.76,0.75,0.91,0.79,0.76,0.73,0.91,0.14,0.13,0.16,0.14,0.14,0.13,0.16,0.25,0.03,0.02,0.19,0.42,0.01,0.08
HDy_cdt,285,0.79,0.83,0.96,0.85,0.79,0.74,0.97,0.13,0.14,0.16,0.14,0.13,0.13,0.16,0.25,0.03,0.02,0.19,0.42,0.01,0.08
CC2,285,0.31,0.21,0.0,0.23,0.18,0.03,0.04,0.31,0.21,0.0,0.23,0.18,0.03,0.04,0.25,0.03,0.02,0.19,0.42,0.01,0.08
PWK,285,0.22,0.18,0.02,0.2,0.16,0.15,0.07,0.22,0.18,0.02,0.2,0.16,0.15,0.07,0.25,0.03,0.02,0.19,0.42,0.01,0.08
HDx,285,0.29,0.48,0.15,0.38,0.51,0.52,0.35,0.29,0.48,0.15,0.38,0.51,0.52,0.35,0.25,0.03,0.02,0.19,0.42,0.01,0.08
GAC,285,0.0,0.01,0.09,0.0,0.0,1.0,1.0,0.0,0.01,0.09,0.0,0.0,1.0,1.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
GPAC,285,1.0,1.0,0.63,0.0,0.14,1.0,1.0,1.0,1.0,0.63,0.0,0.14,1.0,1.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
FM,285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.03,0.02,0.19,0.42,0.01,0.08
EMQ,285,0.23,0.21,0.02,0.13,0.01,0.33,0.08,0.23,0.21,0.02,0.13,0.01,0.33,0.08,0.25,0.03,0.02,0.19,0.42,0.01,0.08
KDEyHD,285,0.13,0.43,0.05,0.1,0.0,0.0,0.3,0.13,0.43,0.05,0.1,0.0,0.0,0.3,0.25,0.03,0.02,0.19,0.42,0.01,0.08
KDEyCS,285,0.0,0.25,0.14,0.0,0.0,0.0,0.61,0.0,0.25,0.14,0.0,0.0,0.0,0.61,0.25,0.03,0.02,0.19,0.42,0.01,0.08
KDEyML,285,0.39,0.36,0.01,0.0,0.0,0.0,0.23,0.39,0.36,0.01,0.0,0.0,0.0,0.23,0.25,0.03,0.02,0.19,0.42,0.01,0.08
CC,286,0.73,0.95,1.0,0.79,0.97,1.0,0.98,0.11,0.15,0.16,0.12,0.15,0.16,0.15,0.25,0.03,0.02,0.19,0.42,0.01,0.08
PCC,286,0.67,0.82,0.99,0.83,0.82,0.89,0.98,0.11,0.14,0.17,0.14,0.14,0.15,0.16,0.25,0.03,0.02,0.19,0.42,0.01,0.08
